Gene_ID	Exemplar_gene	Exemplar_species	Gene_database	Record_ID	Database_URL	In_tree
6449	UBI-1	Cucumis sativus	UniProtKB	Q8VWY0	https://www.uniprot.org/uniprot/Q8VWY0	Y
6450	AS	Solanum lycopersicum	UniProtKB	A0A0G2SJG0	https://www.uniprot.org/uniprot/A0A0G2SJG0	Y
6454	PITHD1	Mucuna pruriens	UniProtKB	A0A371GP75	https://www.uniprot.org/uniprot/A0A371GP75	Y
6457	-	-	-	-	-	Y
6458	HCAR	Salvia splendens	UniProtKB	A0A4D9BHB8	https://www.uniprot.org/uniprot/A0A4D9BHB8	Y
6459	LPA1_3	Zea mays	UniProtKB	A0A3L6G3J6	https://www.uniprot.org/uniprot/A0A3L6G3J6	Y
6460	COQ6	Salvia splendens	UniProtKB	A0A4D9BHA8	https://www.uniprot.org/uniprot/A0A4D9BHA8	Y
6462	NLP1	Helianthus annuus	UniProtKB	A0A251VQY7	https://www.uniprot.org/uniprot/A0A251VQY7	Y
6483	At2g37660_5	Zea mays	UniProtKB	A0A317Y897	https://www.uniprot.org/uniprot/A0A317Y897	Y
6487	SDH1-1	Dendrobium catenatum	UniProtKB	A0A2I0WH51	https://www.uniprot.org/uniprot/A0A2I0WH51	Y
6488	PP2C	Hordeum vulgare subsp. vulgare	UniProtKB	A4GWU9	https://www.uniprot.org/uniprot/A4GWU9	Y
6492	HCF164	Nicotiana attenuata	UniProtKB	A0A314LDQ5	https://www.uniprot.org/uniprot/A0A314LDQ5	Y
6494	ccs1	Melianthus villosus	UniProtKB	A0A0G2T405	https://www.uniprot.org/uniprot/A0A0G2T405	Y
6496	sap-49	Gossypium australe	UniProtKB	A0A5B6WD75	https://www.uniprot.org/uniprot/A0A5B6WD75	Y
6498	PSAG	Arabidopsis thaliana	UniProtKB	Q9S7N7	https://www.uniprot.org/uniprot/Q9S7N7	Y
6500	wdr70	Vitis vinifera	UniProtKB	A0A438KDU4	https://www.uniprot.org/uniprot/A0A438KDU4	Y
6506	FKBP	Pyrus communis	UniProtKB	Q8VWK3	https://www.uniprot.org/uniprot/Q8VWK3	Y
6507	dph2_1	Vitis vinifera	UniProtKB	A0A438DFR2	https://www.uniprot.org/uniprot/A0A438DFR2	Y
6514	PPOX2	Vitis vinifera	UniProtKB	A0A438IF99	https://www.uniprot.org/uniprot/A0A438IF99	Y
6526	SKA1_0	Zea mays	UniProtKB	A0A3L6DWE6	https://www.uniprot.org/uniprot/A0A3L6DWE6	Y
6527	DPO4	Salvia splendens	UniProtKB	A0A4D8YM46	https://www.uniprot.org/uniprot/A0A4D8YM46	Y
6528	yaeR	Salvia splendens	UniProtKB	A0A4D9BIH5	https://www.uniprot.org/uniprot/A0A4D9BIH5	Y
6531	At5g50100_1	Zea mays	UniProtKB	A0A3L6G911	https://www.uniprot.org/uniprot/A0A3L6G911	Y
6532	EDA3	Zea mays	UniProtKB	A0A317YHK0	https://www.uniprot.org/uniprot/A0A317YHK0	Y
6533	OAT	Prunus persica	UniProtKB	A0A0U3C7A1	https://www.uniprot.org/uniprot/A0A0U3C7A1	Y
6538	PPD6	Mucuna pruriens	UniProtKB	A0A371GZS0	https://www.uniprot.org/uniprot/A0A371GZS0	Y
6540	MOC1	Mucuna pruriens	UniProtKB	A0A371EAE2	https://www.uniprot.org/uniprot/A0A371EAE2	Y
6544	CEBPZ	Vitis vinifera	UniProtKB	A0A438K7D2	https://www.uniprot.org/uniprot/A0A438K7D2	Y
6550	-	-	-	-	-	Y
6552	ABCI11	Arabidopsis thaliana	UniProtKB	Q8LEF6	https://www.uniprot.org/uniprot/Q8LEF6	Y
6557	RPT1	Mucuna pruriens	UniProtKB	A0A371GEW0	https://www.uniprot.org/uniprot/A0A371GEW0	Y
6559	U553	Helianthus annuus	UniProtKB	A0A251T3L1	https://www.uniprot.org/uniprot/A0A251T3L1	Y
6563	TPST	Nicotiana attenuata	UniProtKB	A0A1J6KAQ9	https://www.uniprot.org/uniprot/A0A1J6KAQ9	Y
6565	-	-	-	-	-	Y
6570	Yrdc_1	Vitis vinifera	UniProtKB	A0A438DTI7	https://www.uniprot.org/uniprot/A0A438DTI7	Y
6572	GC1	Zea mays	UniProtKB	A0A3L6ELF2	https://www.uniprot.org/uniprot/A0A3L6ELF2	Y
6601	rsmI	Salvia splendens	UniProtKB	A0A4D8YY00	https://www.uniprot.org/uniprot/A0A4D8YY00	Y
6620	GRXS16	Prunus persica var. persica	UniProtKB	A0A140B486	https://www.uniprot.org/uniprot/A0A140B486	Y
6631	At1g74530	Arabidopsis thaliana	UniProtKB	Q0WPJ3	https://www.uniprot.org/uniprot/Q0WPJ3	Y
6636	ML4	Apostasia shenzhenica	UniProtKB	A0A2I0AI97	https://www.uniprot.org/uniprot/A0A2I0AI97	Y
6639	ALKBH1	Salvia splendens	UniProtKB	A0A4D9ALS8	https://www.uniprot.org/uniprot/A0A4D9ALS8	Y
6641	CCB1_0	Vitis vinifera	UniProtKB	A0A438JDA4	https://www.uniprot.org/uniprot/A0A438JDA4	Y
6649	PFD1	Helianthus annuus	UniProtKB	A0A251SZX5	https://www.uniprot.org/uniprot/A0A251SZX5	Y
6652	ALG9_0	Anthurium amnicola	UniProtKB	A0A1D1ZJL9	https://www.uniprot.org/uniprot/A0A1D1ZJL9	Y
6660	At5g02240	Anthurium amnicola	UniProtKB	A0A1D1ZLI0	https://www.uniprot.org/uniprot/A0A1D1ZLI0	Y
6667	RH57_0	Vitis vinifera	UniProtKB	A0A438DW39	https://www.uniprot.org/uniprot/A0A438DW39	Y
6679	CCB4	Arabidopsis thaliana	UniProtKB	Q6NQK9	https://www.uniprot.org/uniprot/Q6NQK9	Y
6685	FTSJ1	Mucuna pruriens	UniProtKB	A0A371HHJ4	https://www.uniprot.org/uniprot/A0A371HHJ4	Y
6689	IMPL1	Nicotiana attenuata	UniProtKB	A0A314L8Y3	https://www.uniprot.org/uniprot/A0A314L8Y3	Y
6705	MZM1	Anthurium amnicola	UniProtKB	A0A1D1YHW9	https://www.uniprot.org/uniprot/A0A1D1YHW9	Y
6713	At4g06676	Arabidopsis thaliana	UniProtKB	Q5BPL5	https://www.uniprot.org/uniprot/Q5BPL5	Y
6717	OBGL	Arabidopsis thaliana	UniProtKB	Q8L7L0	https://www.uniprot.org/uniprot/Q8L7L0	Y
6732	REV7	Arabidopsis thaliana	UniProtKB	Q94FL5	https://www.uniprot.org/uniprot/Q94FL5	Y
6733	At4g37020	Arabidopsis thaliana	UniProtKB	O23183	https://www.uniprot.org/uniprot/O23183	Y
6738	MRPS33	Salvia splendens	UniProtKB	A0A4D9AU93	https://www.uniprot.org/uniprot/A0A4D9AU93	Y
6746	CYN	Amborella trichopoda	UniProtKB	U5DBW1	https://www.uniprot.org/uniprot/U5DBW1	Y
6779	YHR162W	Anthurium amnicola	UniProtKB	A0A1D1XNN7	https://www.uniprot.org/uniprot/A0A1D1XNN7	Y
6780	COA3	Anthurium amnicola	UniProtKB	A0A1D1XYT1	https://www.uniprot.org/uniprot/A0A1D1XYT1	Y
6782	MJH22.6	Arabidopsis thaliana	UniProtKB	Q84K84	https://www.uniprot.org/uniprot/Q84K84	Y
6785	yqgF_2	Vitis vinifera	UniProtKB	A0A438IK60	https://www.uniprot.org/uniprot/A0A438IK60	Y
6791	NTAQ1	Arabidopsis thaliana	UniProtKB	O22944	https://www.uniprot.org/uniprot/O22944	Y
6792	rsmG	Zea mays	UniProtKB	A0A3L6E5H1	https://www.uniprot.org/uniprot/A0A3L6E5H1	Y
6797	SWC2	Zea mays	UniProtKB	A0A3L6E979	https://www.uniprot.org/uniprot/A0A3L6E979	Y
6825	rbfA	Salvia splendens	UniProtKB	A0A4D9C539	https://www.uniprot.org/uniprot/A0A4D9C539	Y
6848	gpmA_8	Anthurium amnicola	UniProtKB	A0A1D1XTQ5	https://www.uniprot.org/uniprot/A0A1D1XTQ5	Y
6854	UKL5	Dendrobium catenatum	UniProtKB	A0A2I0VSA6	https://www.uniprot.org/uniprot/A0A2I0VSA6	Y
6859	DIN4	Nicotiana attenuata	UniProtKB	A0A1J6K8R0	https://www.uniprot.org/uniprot/A0A1J6K8R0	Y
6860	At4g27120	Arabidopsis thaliana	UniProtKB	A0A1P8B577	https://www.uniprot.org/uniprot/A0A1P8B577	Y
6864	PRMT6.1	Anthurium amnicola	UniProtKB	A0A1D1XPG9	https://www.uniprot.org/uniprot/A0A1D1XPG9	Y
6865	At1g22800_11	Anthurium amnicola	UniProtKB	A0A1D1YNQ9	https://www.uniprot.org/uniprot/A0A1D1YNQ9	Y
6875	MTG10.5	Arabidopsis thaliana	UniProtKB	Q8RWW3	https://www.uniprot.org/uniprot/Q8RWW3	Y
6882	At4g18257_1	Zea mays	UniProtKB	A0A3L6FH60	https://www.uniprot.org/uniprot/A0A3L6FH60	Y
6883	ureG	Morus alba	UniProtKB	B9A9C9	https://www.uniprot.org/uniprot/B9A9C9	Y
6886	At5g47890_0	Zea mays	UniProtKB	A0A3L6EB66	https://www.uniprot.org/uniprot/A0A3L6EB66	Y
6893	-	-	-	-	-	Y
6909	COX11	Salvia splendens	UniProtKB	A0A4D9AFU3	https://www.uniprot.org/uniprot/A0A4D9AFU3	Y
6913	HCF136	Mucuna pruriens	UniProtKB	A0A371E0K0	https://www.uniprot.org/uniprot/A0A371E0K0	Y
6914	At5g06260	Arabidopsis thaliana	UniProtKB	A0A1P8BAM8	https://www.uniprot.org/uniprot/A0A1P8BAM8	Y
6924	TIC56	Nicotiana attenuata	UniProtKB	A0A314KQC8	https://www.uniprot.org/uniprot/A0A314KQC8	Y
6933	DNMT2	Arabidopsis thaliana	UniProtKB	F4JWT7	https://www.uniprot.org/uniprot/F4JWT7	Y
6946	At3g03100	Anthurium amnicola	UniProtKB	A0A1D1YW74	https://www.uniprot.org/uniprot/A0A1D1YW74	Y
6947	EMB2421	Arabidopsis thaliana	UniProtKB	Q8GYJ7	https://www.uniprot.org/uniprot/Q8GYJ7	Y
6954	mc126	Nicotiana tabacum	UniProtKB	A7MAL1	https://www.uniprot.org/uniprot/A7MAL1	Y
6955	sll1509	Anthurium amnicola	UniProtKB	A0A1D1YWC0	https://www.uniprot.org/uniprot/A0A1D1YWC0	Y
6958	lpxA_2	Anthurium amnicola	UniProtKB	A0A1D1Y5Q8	https://www.uniprot.org/uniprot/A0A1D1Y5Q8	Y
6961	rbgA_3	Anthurium amnicola	UniProtKB	A0A1D1Y3C7	https://www.uniprot.org/uniprot/A0A1D1Y3C7	Y
6962	cobB_7	Anthurium amnicola	UniProtKB	A0A1D1Z9F3	https://www.uniprot.org/uniprot/A0A1D1Z9F3	Y
6968	CCDA1	Oryza sativa subsp. japonica	UniProtKB	Q2RAR6	https://www.uniprot.org/uniprot/Q2RAR6	Y
6969	leuC_10	Anthurium amnicola	UniProtKB	A0A1D1XNG6	https://www.uniprot.org/uniprot/A0A1D1XNG6	Y
6977	efp_1	Anthurium amnicola	UniProtKB	A0A1D1XU02	https://www.uniprot.org/uniprot/A0A1D1XU02	Y
6978	PPH_4	Nicotiana attenuata	UniProtKB	A0A1J6IF57	https://www.uniprot.org/uniprot/A0A1J6IF57	Y
6979	KTI12	Nicotiana attenuata	UniProtKB	A0A1J6KHL5	https://www.uniprot.org/uniprot/A0A1J6KHL5	Y
6992	arcD_0	Anthurium amnicola	UniProtKB	A0A1D1YWS4	https://www.uniprot.org/uniprot/A0A1D1YWS4	Y
6995	At1g30130	Arabidopsis thaliana	UniProtKB	Q9C6Z4	https://www.uniprot.org/uniprot/Q9C6Z4	Y
7013	2	Cypripedium formosanum	UniProtKB	A0A0F7GYK8	https://www.uniprot.org/uniprot/A0A0F7GYK8	Y
7021	-	-	-	-	-	Y
7024	MIA40_1	Vitis vinifera	UniProtKB	A0A438EUD0	https://www.uniprot.org/uniprot/A0A438EUD0	Y
7028	At4g24930	Anthurium amnicola	UniProtKB	A0A1D1XYJ2	https://www.uniprot.org/uniprot/A0A1D1XYJ2	Y
7029	PRL1	Dendrobium catenatum	UniProtKB	A0A2I0W3T2	https://www.uniprot.org/uniprot/A0A2I0W3T2	Y
7067	PUB49	Dendrobium catenatum	UniProtKB	A0A2I0VZD5	https://www.uniprot.org/uniprot/A0A2I0VZD5	Y
7111	SOULa	Crocus sativus	UniProtKB	A0A1S5T4Y0	https://www.uniprot.org/uniprot/A0A1S5T4Y0	Y
7128	DLAT	Salvia splendens	UniProtKB	A0A4D8Y8F3	https://www.uniprot.org/uniprot/A0A4D8Y8F3	Y
7135	K07052	Salvia splendens	UniProtKB	A0A4D9ADL4	https://www.uniprot.org/uniprot/A0A4D9ADL4	Y
7136	MRRF_5	Anthurium amnicola	UniProtKB	A0A1D1XYZ8	https://www.uniprot.org/uniprot/A0A1D1XYZ8	Y
7141	PSA3_1	Vitis vinifera	UniProtKB	A0A438JIU8	https://www.uniprot.org/uniprot/A0A438JIU8	Y
7174	DEAD1	Ipomoea batatas	UniProtKB	A0A2R4FC55	https://www.uniprot.org/uniprot/A0A2R4FC55	Y
7194	-	-	-	-	-	Y
7241	-	-	-	-	-	Y
7273	SLMH_0	Vitis vinifera	UniProtKB	A0A438D997	https://www.uniprot.org/uniprot/A0A438D997	Y
7279	RPS1_13	Anthurium amnicola	UniProtKB	A0A1D1XFV2	https://www.uniprot.org/uniprot/A0A1D1XFV2	Y
7296	Eapp_1	Anthurium amnicola	UniProtKB	A0A1D1YN87	https://www.uniprot.org/uniprot/A0A1D1YN87	Y
7313	ParM-9	Prunus armeniaca	UniProtKB	A0A291ID89	https://www.uniprot.org/uniprot/A0A291ID89	Y
7324	CHL_0	Vitis vinifera	UniProtKB	A0A438ISJ4	https://www.uniprot.org/uniprot/A0A438ISJ4	Y
7325	evl_0	Anthurium amnicola	UniProtKB	A0A1D1ZF73	https://www.uniprot.org/uniprot/A0A1D1ZF73	Y
7331	truA_14	Anthurium amnicola	UniProtKB	A0A1D1YXE6	https://www.uniprot.org/uniprot/A0A1D1YXE6	Y
7333	RSZ21A	Dendrobium catenatum	UniProtKB	A0A2I0WAU0	https://www.uniprot.org/uniprot/A0A2I0WAU0	Y
7336	SNAT2	Oryza sativa subsp. japonica	UniProtKB	Q6Z1Y6	https://www.uniprot.org/uniprot/Q6Z1Y6	Y
7361	SAYSD1	Anthurium amnicola	UniProtKB	A0A1D1YJK6	https://www.uniprot.org/uniprot/A0A1D1YJK6	Y
7363	hisC_23	Anthurium amnicola	UniProtKB	A0A1D1ZJL5	https://www.uniprot.org/uniprot/A0A1D1ZJL5	Y
7367	cdhA1_1	Anthurium amnicola	UniProtKB	A0A1D1Z2K8	https://www.uniprot.org/uniprot/A0A1D1Z2K8	Y
7371	10_1	Anthurium amnicola	UniProtKB	A0A1D1YRA2	https://www.uniprot.org/uniprot/A0A1D1YRA2	Y
7572	At1g74640	Arabidopsis thaliana	UniProtKB	Q8L475	https://www.uniprot.org/uniprot/Q8L475	Y
7577	znf511	Mucuna pruriens	UniProtKB	A0A371G376	https://www.uniprot.org/uniprot/A0A371G376	Y
7583	-	-	-	-	-	Y
7602	At5g04520	Arabidopsis thaliana	UniProtKB	Q9LZ73	https://www.uniprot.org/uniprot/Q9LZ73	Y
7628	rpsF_0	Vitis vinifera	UniProtKB	A0A438GHD2	https://www.uniprot.org/uniprot/A0A438GHD2	Y
